aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
18,93.7,2022-06-08:08,9,39.1,8.6,3.69,0.1,2022-06-08T18:00:00,2022-06-08T08:00:00,1654675200
20,93.7,2022-06-08:07,6.5,43.8,9.8,3.52,0,2022-06-08T17:00:00,2022-06-08T07:00:00,1654671600
23,93.7,2022-06-08:06,4.2,49.3,7.7,3.14,0,2022-06-08T16:00:00,2022-06-08T06:00:00,1654668000
24,104.1,2022-06-08:05,3.1,51.9,7.2,3.64,0.2,2022-06-08T15:00:00,2022-06-08T05:00:00,1654664400
25,104.1,2022-06-08:04,2.2,53,5.5,4.37,0,2022-06-08T14:00:00,2022-06-08T04:00:00,1654660800
24,104.1,2022-06-08:03,2.5,52.9,5,2.31,0.1,2022-06-08T13:00:00,2022-06-08T03:00:00,1654657200
24,93.7,2022-06-08:02,2.7,51.6,5.4,0.9,0.1,2022-06-08T12:00:00,2022-06-08T02:00:00,1654653600
23,93.7,2022-06-08:01,3.8,49.3,5.8,2.39,0,2022-06-08T11:00:00,2022-06-08T01:00:00,1654650000
20,93.7,2022-06-08:00,9.4,40.3,9.5,4.71,0.1,2022-06-08T10:00:00,2022-06-08T00:00:00,1654646400
16,93.7,2022-06-07:23,16.6,27.4,10.8,3.94,0.4,2022-06-08T09:00:00,2022-06-07T23:00:00,1654642800
17,83.3,2022-06-07:22,18.8,20,11.4,4.03,0.4,2022-06-08T08:00:00,2022-06-07T22:00:00,1654639200
20,72.9,2022-06-07:21,14.7,23.7,9.1,4.82,0.2,2022-06-08T07:00:00,2022-06-07T21:00:00,1654635600
19,62.5,2022-06-07:20,10,30.3,7.6,4.61,0,2022-06-08T06:00:00,2022-06-07T20:00:00,1654632000
16,62.5,2022-06-07:19,6.9,34.8,7,3.32,0,2022-06-08T05:00:00,2022-06-07T19:00:00,1654628400
18,62.5,2022-06-07:18,5.5,39,5.9,2.59,0,2022-06-08T04:00:00,2022-06-07T18:00:00,1654624800
20,62.5,2022-06-07:17,4,42.3,4.7,1.85,0,2022-06-08T03:00:00,2022-06-07T17:00:00,1654621200
19,62.5,2022-06-07:16,4.9,40.6,4.4,1.12,0,2022-06-08T02:00:00,2022-06-07T16:00:00,1654617600
20,62.5,2022-06-07:15,4.6,43.5,4.4,1.89,0,2022-06-08T01:00:00,2022-06-07T15:00:00,1654614000
19,62.5,2022-06-07:14,5.7,41.7,4.9,2.5,0,2022-06-08T00:00:00,2022-06-07T14:00:00,1654610400
17,62.5,2022-06-07:13,8.4,36.5,6.2,3.38,0.1,2022-06-07T23:00:00,2022-06-07T13:00:00,1654606800
18,62.5,2022-06-07:12,7.9,38,6.1,3.72,0,2022-06-07T22:00:00,2022-06-07T12:00:00,1654603200
18,72.9,2022-06-07:11,7.3,39.1,6.4,4.39,0,2022-06-07T21:00:00,2022-06-07T11:00:00,1654599600
20,72.9,2022-06-07:10,5.9,43.5,5.9,3.63,0,2022-06-07T20:00:00,2022-06-07T10:00:00,1654596000
22,72.9,2022-06-07:09,5.3,46.9,8.9,2.86,0,2022-06-07T19:00:00,2022-06-07T09:00:00,1654592400
20,72.9,2022-06-07:08,8.1,43.8,9.7,3.56,0.2,2022-06-07T18:00:00,2022-06-07T08:00:00,1654588800
22,72.9,2022-06-07:07,6.3,47,9.1,2.95,0,2022-06-07T17:00:00,2022-06-07T07:00:00,1654585200
24,72.9,2022-06-07:06,2.4,52.4,8.3,1.76,0,2022-06-07T16:00:00,2022-06-07T06:00:00,1654581600
25,83.3,2022-06-07:05,1.7,54.4,7.8,1.19,0,2022-06-07T15:00:00,2022-06-07T05:00:00,1654578000
25,72.9,2022-06-07:04,1.3,54.9,6.2,3.39,0,2022-06-07T14:00:00,2022-06-07T04:00:00,1654574400
25,83.3,2022-06-07:03,1.8,53.9,5.2,2.59,0,2022-06-07T13:00:00,2022-06-07T03:00:00,1654570800
25,93.7,2022-06-07:02,2.5,53.3,4.5,1.82,0,2022-06-07T12:00:00,2022-06-07T02:00:00,1654567200
24,93.7,2022-06-07:01,3.5,50.9,5.5,1.97,0,2022-06-07T11:00:00,2022-06-07T01:00:00,1654563600
26,23.3,2022-06-07:00,5,57,10,5,6,2022-06-07T10:00:00,2022-06-07T00:00:00,1654560000
15,104.1,2022-06-06:23,13.3,33,10.4,2.59,0.3,2022-06-07T09:00:00,2022-06-06T23:00:00,1654556400
14,93.7,2022-06-06:22,17.5,25.3,10.9,3.46,0.4,2022-06-07T08:00:00,2022-06-06T22:00:00,1654552800
17,72.9,2022-06-06:21,13.5,30.9,8.2,4.14,0.2,2022-06-07T07:00:00,2022-06-06T21:00:00,1654549200
21,62.5,2022-06-06:20,7.4,38.6,7.1,5.11,0.2,2022-06-07T06:00:00,2022-06-06T20:00:00,1654545600
20,62.5,2022-06-06:19,4.4,43.2,6,3.58,0.1,2022-06-07T05:00:00,2022-06-06T19:00:00,1654542000
18,62.5,2022-06-06:18,5,39.9,6.5,3.12,0.1,2022-06-07T04:00:00,2022-06-06T18:00:00,1654538400
18,62.5,2022-06-06:17,4.9,39.7,6.7,3.01,0,2022-06-07T03:00:00,2022-06-06T17:00:00,1654534800
18,62.5,2022-06-06:16,6.3,38.2,6.7,3.03,0.1,2022-06-07T02:00:00,2022-06-06T16:00:00,1654531200
17,62.5,2022-06-06:15,6.9,35.9,7.7,3.06,0.1,2022-06-07T01:00:00,2022-06-06T15:00:00,1654527600
17,62.5,2022-06-06:14,6.4,37.5,8.3,4.07,0.1,2022-06-07T00:00:00,2022-06-06T14:00:00,1654524000
19,62.5,2022-06-06:13,4.9,40.4,8.3,4.33,0,2022-06-06T23:00:00,2022-06-06T13:00:00,1654520400
25,62.5,2022-06-06:12,5.3,40.7,9.5,6.09,0,2022-06-06T22:00:00,2022-06-06T12:00:00,1654516800
24,62.5,2022-06-06:11,6.9,40,9.6,5.87,0,2022-06-06T21:00:00,2022-06-06T11:00:00,1654513200
18,52,2022-06-06:10,8.3,38.1,9.9,3.74,0,2022-06-06T20:00:00,2022-06-06T10:00:00,1654509600
20,52,2022-06-06:09,6.1,43.1,9.8,2.41,0,2022-06-06T19:00:00,2022-06-06T09:00:00,1654506000
21,52,2022-06-06:08,5.6,44.3,10.1,3.43,0.2,2022-06-06T18:00:00,2022-06-06T08:00:00,1654502400
21,52,2022-06-06:07,4.1,46.2,8.9,2.41,0,2022-06-06T17:00:00,2022-06-06T07:00:00,1654498800
22,52,2022-06-06:06,2.9,47.7,7.9,2,0,2022-06-06T16:00:00,2022-06-06T06:00:00,1654495200
23,52,2022-06-06:05,2.1,50.1,6.3,1.98,0,2022-06-06T15:00:00,2022-06-06T05:00:00,1654491600
24,41.6,2022-06-06:04,1.8,51.3,6.8,2.76,0,2022-06-06T14:00:00,2022-06-06T04:00:00,1654488000
24,41.6,2022-06-06:03,1,52.7,8.5,1.49,0,2022-06-06T13:00:00,2022-06-06T03:00:00,1654484400
25,41.6,2022-06-06:02,1.5,53.6,9.2,0.87,0.1,2022-06-06T12:00:00,2022-06-06T02:00:00,1654480800
24,62.5,2022-06-06:01,2.1,52.3,7.9,1.48,0.2,2022-06-06T11:00:00,2022-06-06T01:00:00,1654477200
23,52,2022-06-06:00,3.4,49.9,6.9,0.71,0,2022-06-06T10:00:00,2022-06-06T00:00:00,1654473600
22,52,2022-06-05:23,5.7,46.7,5.2,0.73,0.1,2022-06-06T09:00:00,2022-06-05T23:00:00,1654470000
21,72.9,2022-06-05:22,7.2,46.1,4.9,2.23,0,2022-06-06T08:00:00,2022-06-05T22:00:00,1654466400
23,72.9,2022-06-05:21,5.3,49.6,2.9,2.91,0,2022-06-06T07:00:00,2022-06-05T21:00:00,1654462800
